지역,제목,대상
광진구,[온라인] 2022년 자양한강도서관 한가람인문학(1) <클래식은 처음이라>,전연령
광진구,[팹라이브러리] 매월(5월) 마지막 문화가 있는 수요일 <유니맷으로 나만의 우든샤프 만들기> [5/25],성인
광진구,[팹라이브러리] 장비사용안전교육(5/28),전연령
광진구,[팹라이브러리] 장비사용안전교육(5/14),전연령
광진구,광진정보도서관 실버이야기교실 14기 참여자 모집,성인
광진구,"[온라인_중곡]도서관 인문학 콘서트 김누리, 김찬호, 최샛별 특강 (통합 신청)",전연령
광진구,[팹라이브러리] 원데이클래스 : HANDMADE 나만의 '가죽키링+책갈피',전연령
광진구,[팹라이브러리] 4월 매월 마지막 문화가 있는 수요일 < 나만의 컬러 스티커 만들기 > [4/27],전연령
광진구,"[팹라이브러리]에서 놀자! DIY 공중부양모빌만들기 (퓨전360) [4/8, 4/15 2회차] ",전연령
광진구,[미디어창작공간] 4월: OBS를 활용한 영화 리뷰 영상 제작,성인
광진구,4월 문화가 있는 수요일 웹툰 창작 체험: 디저트의 세계,전연령
광진구,"[온라인_중곡] “돌아온, 온라인 쏙! 도서관 놀이터”  초등 1~4학년 어린이를 위한 그림책 작가와의 만남",어린이
광진구,[온라인_중곡] 도서 평론가 이권우의 책 읽기 특강 “삶을 바꾸는 독서 : 인공지능 시대의 책 읽기”,성인
광진구,2022 광진정보도서관 부모교육 <내가 모르는 내 아이 마음 알아보기>,전연령
광진구,2022 광진정보도서관 일상에서 만나는 인문학 《역사와 문화를 통해 배우는 동유럽》,전연령
광진구,[팹라이브러리] 나만의 제페토 월드 만들기<메타버스체험>,전연령
광진구,[팹라이브러리] 장비사용교육(4/23),전연령
광진구,[팹라이브러리] 장비사용교육(4/9),전연령
광진구,[메이커-교육] VR과 함께하는 메타버스,어린이
광진구,2022년 광진정보도서관 실버독서회 참여자 모집,성인
광진구,[메이커-교육] 3D 공작소: 3D 모델링 창의교육,어린이
광진구,"광진정보도서관 ""시니어 자서전""쓰기 참여자 모집 안내",성인
광진구,영화로 만나는 한국 현대사(초등 5~6)(2022년 광진정보도서관 교육문화프로그램 1차),어린이
광진구,[미디어창작공간] 3월: 크로마키와 OBS 기초활용,성인
광진구,2022 광진정보도서관 일상에서 만나는 인문학 「열녀전(列女傳)의 여인들」,성인
광진구,[팹라이브러리] 3월 매월 마지막 문화가 있는 수요일 < 3D펜 do it together! >,전연령
광진구,[메이커-교육] 웹툰창작 중급반 참가자 모집 (온라인),어린이
광진구,[메이커-교육] 웹툰창작 초급반 참가자 모집 (온라인),어린이
광진구,[메이커-교육] 그림책과 함께하는 유쾌한 코딩(온라인),어린이
광진구,[팹라이브러리]에서 놀자! 나만의 퍼즐 만들기(레이저커팅기)[3/25] ,전연령
광진구,[팹라이브러리]에서 놀자! 나만의 퍼즐 만들기(레이저커팅기)[3/11] ,전연령
광진구,[메이커-교육] 웹툰창작 성인반 참가자 모집 (온라인),성인
광진구,3월 문화가 있는 수요일 웹툰 창작 체험: 익숙한 소재로 엉뚱한 상상하기,전연령
광진구,[팹라이브러리] 장비사용교육(3/26),전연령
광진구,[팹라이브러리] 장비사용교육(3/12),전연령
광진구,[중곡] 2022년 1분기 초등 1~2학년 어린이를 위한 철학 독서 미술 활동 <감성톡톡>,어린이
광진구,와글와글 과학놀터 (2)(초등 3~4)(2022년 광진정보도서관 교육문화프로그램 1차),어린이
광진구,와글와글 과학놀터 (1)(초등 1~2)(2022년 광진정보도서관 교육문화프로그램 1차),어린이
광진구,"도서관, 일상을 기록하다(스마트폰 카메라로 일상 사진찍기)",성인
광진구,내가 그린(GREEN) 그림책 업사이클링(2022년 광진정보도서관 교육문화프로그램 1차) ,어린이
광진구,어린이 갈래별 글쓰기(다양한 갈래)(2022년 광진정보도서관 교육문화프로그램 1차),어린이
광진구,2022년 상반기 광진정보도서관 청소년독서회(중학교 2/3학년),청소년
광진구,2022년 상반기 광진정보도서관 청소년독서회(중학교 1학년),청소년
광진구,2022 광진정보도서관 도시농업학교,전연령
광진구,[메이커-작업] 성인창작(3D프린터운용기능사 실기공략반/Fusion360) 참가자 모집,성인
광진구,[팹라이브러리]에서 놀자! 3D프린터 + 리쏘페인 나만의 무드등 만들기 (2/25),전연령
광진구,[팹라이브러리]에서 놀자! 3D프린터 + 리쏘페인 나만의 무드등 만들기 (2/11),전연령
광진구,[팹라이브러리] 장비사용안전교육(2/26),전연령
광진구,[팹라이브러리] 장비사용안전교육(2/12),전연령
광진구,"2월 문화가 있는 수요일: 웹툰 창작 체험, 나만의 마우스 패드 만들기",전연령
광진구,(어린이를 위한) 반려식물 키우기 교실,어린이
광진구,(그림책과 함께하는) 반려식물 키우기 교실(성인),성인
광진구,[메이커-작업] 성인창작 <2022 그림책과 오토마타>,전연령
광진구,독서동아리 리더보수교육-동아리 리스타트,성인
광진구,"[팹라이브러리]에서 놀자! 3D프린터 + 매쉬믹서 (1/21, 1/28 2회차)",전연령
광진구,[팹라이브러리] 3D프린터 공방창업 1일특강,성인
광진구,[팹라이브러리] 1월 < 토퍼(Topper) > 체험  프로그램,전연령
광진구,[팹라이브러리] 장비사용교육(1/29),전연령
광진구,[팹라이브러리] 장비사용교육(1/22),전연령
광진구,문화가 있는 수요일: 웹툰 창작 체험 1월 ,전연령
광진구,[클래식 공연]  클래식 기타로 만나는 가족이야기,전연령
광진구,2022년 광진정보도서관 겨울방학 독서교실 운영안내,어린이
광진구,[메이커-교육] 창의융합형 VR 교육 프로그램 참가자 모집,어린이
광진구,[메이커-교육] (인공지능)다이아보드와 함께하는 피지컬 코딩,어린이
광진구,[메이커-교육] 3D 공작소: 3D 모델링 창의교육,어린이
광진구,[메이커-교육] 웹툰창작 중급반 참가자 모집,어린이
광진구,[메이커-교육] 웹툰창작 초급반 참가자 모집,어린이
광진구,(그림책과 함께하는) 반려식물 키우기-원데이클래스(12/27),성인
광진구,(그림책과 함께하는) 반려식물 키우기-원데이클래스(12/20),성인
광진구,(그림책과 함께하는) 반려식물 키우기-원데이클래스(12/13),성인
광진구,(그림책과 함께하는) 반려식물 키우기-원데이클래스(12/6),성인
광진구,도서관에서 메이커되기 - 웹툰활동으로 메이커 되기,성인
광진구,도서관에서 메이커 되기 - 공예활동(가죽공예)으로 메이커 되기 2,성인
광진구,도서관에서 메이커되기 - 공예활동(가죽공예)으로 메이커 되기 1,성인
광진구,도서관에서 메이커 되기 - 페이퍼커팅기로 메이커 되기,성인
광진구,[서울북스타트 부모교육4] 어린이는 자유놀이를 찾아가는 위대한 탐험가,전연령
광진구,도서관에서 메이커되기- 재봉틀로 메이커 되기 2,성인
광진구,도서관에서 메이커되기-재봉틀로 메이커 되기 1,성인
광진구,팹 라이브러리에서 놀자!(크리스마스 오너먼트 만들기 편),전연령
광진구,팹라이브러리 12월 <3D펜으로 새해카드 만들기 > 체험 프로그램,전연령
광진구,2021 광진정보도서관 「권오준 작가와의 만남」 ,어린이
광진구,문화가 있는 수요일: 웹툰 창작 체험 12월,전연령
광진구,팹 라이브러리 장비사용교육(12/18),전연령
광진구,팹 라이브러리 장비사용교육(12/4),전연령
광진구,[온라인] '한강 문학 살롱' <긴긴밤> 루리 작가와의 만남,전연령
광진구,예술로 보는 고대 이집트 신화(온라인 강의),전연령
광진구,"한가람 인문학: 우리, 둘러보기(환경문제)",전연령
광진구,"한가람 인문학: 우리, 둘러보기(페미니즘)",전연령
광진구,낭만살롱; 클래식이 알고 싶다(온라인 강의),전연령
광진구,[온라인] '한강 문학 살롱' 이석원 작가와의 만남,전연령
광진구,[메이커-교육] 성인 단편 영화 제작 프로그램 수강생 모집,성인
광진구, [중곡 온라인] '2021년 공공도서관 문화가 있는 날' 11월  온라인 비대면 공연 관람 신청,전연령
광진구,[메이커-교육] 웹툰창작 소감툰 그리기,어린이
광진구,[메이커-교육] 웹툰창작 여행툰 그리기 ,어린이
광진구,[중곡 온라인] 인문학 프로그램  [가족의 두 얼굴: 사랑하지만 상처도 주고 받는 가족의 인문학 ],성인
